Training: ...search/ranking/data/ml_100k/u1.base, Testing:: ...search/ranking/data/ml_100k/u1.test.
PortRanker: 0.0,30,0.005,0.3,0.3,200,10,100,1.0
Begin to initialize variance & neighbors matrix
Variance & neighbors matrix intialization ends!
29	Whole:NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1
29	Cold:NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1
Cold:0.200000,0.300000,0.058824,0.176471,0.000000,0.170833,0.263429,1.000000,-1
29	Whole:0.543791,0.490414,0.103649,0.178192,0.000000,0.397288,0.249087,0.750483,-1
29	Cold:0.200000,0.200000,0.058824,0.117647,0.000000,0.128571,0.210112,1.000000,-1
39	Whole:0.558170,0.498475,0.111655,0.184462,0.000000,0.408026,0.253804,0.753681,-1
39	Cold:0.400000,0.200000,0.117647,0.117647,0.000000,0.140000,0.218546,1.000000,-1
49	Whole:0.564270,0.499782,0.111705,0.184445,0.000000,0.411363,0.257841,0.769496,-1
49	Cold:0.400000,0.400000,0.117647,0.235294,0.000000,0.222857,0.316626,1.000000,-1
59	Whole:0.572113,0.510240,0.112856,0.190055,0.000000,0.419544,0.264152,0.774096,-1
59	Cold:0.600000,0.300000,0.176471,0.176471,0.000000,0.210000,0.286414,1.000000,-1
69	Whole:0.575163,0.512854,0.114475,0.194719,0.000000,0.424228,0.268961,0.783423,-1
69	Cold:0.600000,0.300000,0.176471,0.176471,0.000000,0.226667,0.297338,1.000000,-1
79	Whole:0.582571,0.510022,0.117334,0.192557,0.000000,0.424524,0.268340,0.788325,-1
79	Cold:0.400000,0.300000,0.117647,0.176471,0.000000,0.250000,0.313142,1.000000,-1
89	Whole:NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1
89	Cold:NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1
Cold:0.200000,0.300000,0.058824,0.176471,0.000000,0.176190,0.266245,1.000000,-1
99	Whole:0.573420,0.508061,0.116639,0.192929,0.000000,0.419357,0.267859,0.788051,-1
99	Cold:0.600000,0.300000,0.176471,0.176471,0.000000,0.191667,0.246085,0.500000,-1
109	Whole:0.575163,0.508497,0.117361,0.192963,0.000000,0.419580,0.266875,0.773312,-1
109	Cold:0.400000,0.300000,0.117647,0.176471,0.000000,0.142857,0.219821,0.500000,-1
119	Whole:0.580828,0.503050,0.118481,0.192903,0.000000,0.419684,0.267240,0.788394,-1
119	Cold:0.400000,0.300000,0.117647,0.176471,0.000000,0.142857,0.219821,0.500000,-1
129	Whole:0.577778,0.505229,0.119322,0.190516,0.000000,0.422824,0.267876,0.792026,-1
129	Cold:0.400000,0.300000,0.117647,0.176471,0.000000,0.140000,0.216519,0.500000,-1
139	Whole:NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1
139	Cold:NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1
Cold:0.400000,0.300000,0.117647,0.176471,0.000000,0.137500,0.217005,0.500000,-1
149	Whole:0.578214,0.507625,0.118294,0.190641,0.000000,0.422717,0.267324,0.794450,-1
149	Cold:0.400000,0.200000,0.117647,0.117647,0.000000,0.116667,0.178217,0.500000,-1
159	Whole:0.584314,0.510458,0.118379,0.191491,0.000000,0.424326,0.267170,0.781614,-1
159	Cold:0.400000,0.300000,0.117647,0.176471,0.000000,0.150000,0.225654,0.500000,-1
169	Whole:0.581264,0.504575,0.118612,0.188305,0.000000,0.422279,0.266223,0.790255,-1
169	Cold:0.200000,0.300000,0.058824,0.176471,0.000000,0.111905,0.199390,0.500000,-1
179	Whole:0.569499,0.504793,0.117587,0.191969,0.000000,0.415896,0.266093,0.786418,-1
179	Cold:0.400000,0.400000,0.117647,0.235294,0.000000,0.192857,0.269533,0.500000,-1
189	Whole:0.574728,0.501961,0.118743,0.188945,0.000000,0.418243,0.265894,0.787842,-1
189	Cold:0.400000,0.200000,0.117647,0.117647,0.000000,0.116667,0.178217,0.500000,-1
199	Whole:0.575163,0.510458,0.118115,0.194124,0.000000,0.423909,0.270047,0.798225,-1
199	Cold:0.400000,0.300000,0.117647,0.176471,0.000000,0.150000,0.225654,0.500000,-1
0.570806,0.508497,0.116943,0.192538,0.000000,0.421450,0.268957,0.794143,-1
